요일,시군구,사망자수,중상자수,경상자수,부상신고자수,기상상태,인구수,도로형태
목요일,대전광역시 대덕구 중리동,0,0,1,0,맑음,18162.0,교차로 - 교차로안
목요일,대전광역시 유성구 전민동,0,0,1,0,맑음,25743.0,교차로 - 교차로안
목요일,대전광역시 유성구 전민동,0,0,1,0,맑음,21177.0,교차로 - 교차로안
목요일,대전광역시 대덕구 법동,0,1,0,0,맑음,27012.0,교차로 - 교차로안
목요일,대전광역시 대덕구 법동,0,1,0,0,맑음,12218.0,교차로 - 교차로안
목요일,대전광역시 대덕구 법동,0,1,0,0,맑음,14794.0,교차로 - 교차로안
목요일,대전광역시 서구 도안동,0,0,1,0,맑음,36506.0,교차로 - 교차로부근
목요일,대전광역시 서구 도안동,0,0,1,0,맑음,36506.0,교차로 - 교차로부근
목요일,대전광역시 서구 둔산동,0,0,1,0,맑음,70196.0,교차로 - 교차로안
목요일,대전광역시 서구 둔산동,0,0,1,0,맑음,16308.0,교차로 - 교차로안
목요일,대전광역시 서구 둔산동,0,0,1,0,맑음,35023.0,교차로 - 교차로안
목요일,대전광역시 서구 둔산동,0,0,1,0,맑음,18865.0,교차로 - 교차로안
목요일,대전광역시 유성구 봉명동,0,0,1,0,맑음,27465.0,교차로 - 교차로안
목요일,대전광역시 서구 월평동,0,0,2,0,맑음,44694.0,교차로 - 교차로안
목요일,대전광역시 서구 월평동,0,0,2,0,맑음,11127.0,교차로 - 교차로안
목요일,대전광역시 서구 월평동,0,0,2,0,맑음,13437.0,교차로 - 교차로안
목요일,대전광역시 서구 월평동,0,0,2,0,맑음,20130.0,교차로 - 교차로안
목요일,대전광역시 서구 가장동,0,0,2,0,맑음,10731.0,교차로 - 교차로부근
목요일,대전광역시 서구 가장동,0,0,2,0,맑음,10731.0,교차로 - 교차로부근
금요일,대전광역시 서구 복수동,0,0,1,0,맑음,21514.0,교차로 - 교차로안
금요일,대전광역시 서구 복수동,0,0,1,0,맑음,21514.0,교차로 - 교차로안
금요일,대전광역시 대덕구 송촌동,0,0,3,0,맑음,25620.0,교차로 - 교차로안
금요일,대전광역시 대덕구 송촌동,0,0,3,0,맑음,25620.0,교차로 - 교차로안
금요일,대전광역시 동구 인동,0,0,2,0,맑음,6714.0,교차로 - 교차로안
금요일,대전광역시 대덕구 비래동,0,0,1,0,맑음,14987.0,교차로 - 교차로부근
금요일,대전광역시 대덕구 비래동,0,0,1,0,맑음,14987.0,교차로 - 교차로부근
금요일,대전광역시 유성구 관평동,0,1,0,0,맑음,37229.0,교차로 - 교차로부근
금요일,대전광역시 유성구 관평동,0,1,0,0,맑음,22786.0,교차로 - 교차로부근
금요일,대전광역시 유성구 관평동,0,0,2,0,맑음,37229.0,교차로 - 교차로부근
금요일,대전광역시 유성구 관평동,0,0,2,0,맑음,22786.0,교차로 - 교차로부근
금요일,대전광역시 서구 용문동,0,0,2,0,맑음,11660.0,교차로 - 교차로횡단보도내
금요일,대전광역시 서구 용문동,0,0,2,0,맑음,11660.0,교차로 - 교차로횡단보도내
금요일,대전광역시 서구 내동,0,0,2,0,맑음,22446.0,교차로 - 교차로안
금요일,대전광역시 서구 내동,0,0,2,0,맑음,22446.0,교차로 - 교차로안
금요일,대전광역시 중구 오류동,0,1,1,0,맑음,10077.0,교차로 - 교차로안
금요일,대전광역시 중구 오류동,0,1,1,0,맑음,10077.0,교차로 - 교차로안
금요일,대전광역시 동구 용전동,0,0,0,1,맑음,19995.0,교차로 - 교차로안
금요일,대전광역시 동구 용전동,0,0,0,1,맑음,19995.0,교차로 - 교차로안
금요일,대전광역시 서구 괴정동,0,0,1,0,맑음,18477.0,교차로 - 교차로부근
금요일,대전광역시 서구 괴정동,0,0,1,0,맑음,18477.0,교차로 - 교차로부근
금요일,대전광역시 서구 가장동,0,0,0,1,맑음,10731.0,교차로 - 교차로안
금요일,대전광역시 서구 가장동,0,0,0,1,맑음,10731.0,교차로 - 교차로안
금요일,대전광역시 서구 가장동,0,0,1,0,맑음,10731.0,교차로 - 교차로안
금요일,대전광역시 서구 가장동,0,0,1,0,맑음,10731.0,교차로 - 교차로안
금요일,대전광역시 서구 월평동,0,0,2,0,맑음,44694.0,교차로 - 교차로안
금요일,대전광역시 서구 월평동,0,0,2,0,맑음,11127.0,교차로 - 교차로안
금요일,대전광역시 서구 월평동,0,0,2,0,맑음,13437.0,교차로 - 교차로안
금요일,대전광역시 서구 월평동,0,0,2,0,맑음,20130.0,교차로 - 교차로안
토요일,대전광역시 유성구 학하동,0,1,0,0,맑음,19556.0,교차로 - 교차로횡단보도내
토요일,대전광역시 유성구 학하동,0,1,0,0,맑음,2826.0,교차로 - 교차로횡단보도내
토요일,대전광역시 유성구 전민동,0,0,1,0,맑음,25743.0,교차로 - 교차로안
토요일,대전광역시 유성구 전민동,0,0,1,0,맑음,21177.0,교차로 - 교차로안
토요일,대전광역시 서구 복수동,0,0,2,0,맑음,21514.0,교차로 - 교차로안
토요일,대전광역시 서구 복수동,0,0,2,0,맑음,21514.0,교차로 - 교차로안
토요일,대전광역시 동구 소제동,0,0,2,0,맑음,1195.0,교차로 - 교차로부근
토요일,대전광역시 유성구 원내동,0,0,1,0,맑음,11429.0,교차로 - 교차로횡단보도내
토요일,대전광역시 서구 월평동,0,0,1,0,맑음,44694.0,교차로 - 교차로안
토요일,대전광역시 서구 월평동,0,0,1,0,맑음,11127.0,교차로 - 교차로안
토요일,대전광역시 서구 월평동,0,0,1,0,맑음,13437.0,교차로 - 교차로안
토요일,대전광역시 서구 월평동,0,0,1,0,맑음,20130.0,교차로 - 교차로안
토요일,대전광역시 서구 탄방동,0,0,1,0,맑음,26410.0,교차로 - 교차로안
토요일,대전광역시 서구 탄방동,0,0,1,0,맑음,26410.0,교차로 - 교차로안
토요일,대전광역시 중구 선화동,0,0,1,0,맑음,17328.0,교차로 - 교차로안
토요일,대전광역시 서구 둔산동,0,0,4,0,맑음,70196.0,교차로 - 교차로횡단보도내
토요일,대전광역시 서구 둔산동,0,0,4,0,맑음,16308.0,교차로 - 교차로횡단보도내
토요일,대전광역시 서구 둔산동,0,0,4,0,맑음,35023.0,교차로 - 교차로횡단보도내
토요일,대전광역시 서구 둔산동,0,0,4,0,맑음,18865.0,교차로 - 교차로횡단보도내
토요일,대전광역시 유성구 지족동,0,0,4,0,맑음,41331.0,교차로 - 교차로안
토요일,대전광역시 유성구 궁동,0,0,1,0,맑음,7178.0,교차로 - 교차로안
일요일,대전광역시 유성구 구암동,0,0,3,0,맑음,11108.0,교차로 - 교차로안
일요일,대전광역시 유성구 노은동,0,0,1,0,맑음,20941.0,교차로 - 교차로안
일요일,대전광역시 유성구 노은동,0,0,1,0,맑음,23426.0,교차로 - 교차로안
일요일,대전광역시 유성구 노은동,0,0,1,0,맑음,36285.0,교차로 - 교차로안
일요일,대전광역시 유성구 노은동,0,0,1,0,맑음,14481.0,교차로 - 교차로안
일요일,대전광역시 유성구 봉산동,0,0,2,0,맑음,9756.0,교차로 - 교차로안
일요일,대전광역시 대덕구 목상동,0,0,0,1,맑음,5568.0,교차로 - 교차로횡단보도내
일요일,대전광역시 대덕구 목상동,0,0,0,1,맑음,5985.0,교차로 - 교차로횡단보도내
일요일,대전광역시 유성구 어은동,0,0,1,0,맑음,9669.0,교차로 - 교차로횡단보도내
일요일,대전광역시 서구 월평동,0,0,2,0,맑음,44694.0,교차로 - 교차로안
일요일,대전광역시 서구 월평동,0,0,2,0,맑음,11127.0,교차로 - 교차로안
일요일,대전광역시 서구 월평동,0,0,2,0,맑음,13437.0,교차로 - 교차로안
일요일,대전광역시 서구 월평동,0,0,2,0,맑음,20130.0,교차로 - 교차로안
일요일,대전광역시 서구 관저동,0,0,1,0,맑음,62855.0,교차로 - 교차로부근
일요일,대전광역시 서구 관저동,0,0,1,0,맑음,14751.0,교차로 - 교차로부근
일요일,대전광역시 서구 관저동,0,0,1,0,맑음,48104.0,교차로 - 교차로부근
월요일,대전광역시 서구 가수원동,0,1,0,0,맑음,10063.0,교차로 - 교차로횡단보도내
월요일,대전광역시 서구 가수원동,0,1,0,0,맑음,10243.0,교차로 - 교차로횡단보도내
월요일,대전광역시 서구 둔산동,0,1,0,0,흐림,70196.0,교차로 - 교차로안
월요일,대전광역시 서구 둔산동,0,1,0,0,흐림,16308.0,교차로 - 교차로안
월요일,대전광역시 서구 둔산동,0,1,0,0,흐림,35023.0,교차로 - 교차로안
월요일,대전광역시 서구 둔산동,0,1,0,0,흐림,18865.0,교차로 - 교차로안
월요일,대전광역시 유성구 원내동,0,0,1,0,맑음,11429.0,교차로 - 교차로부근
월요일,대전광역시 중구 유천동,0,0,2,0,맑음,18716.0,교차로 - 교차로안
월요일,대전광역시 중구 유천동,0,0,2,0,맑음,5760.0,교차로 - 교차로안
월요일,대전광역시 중구 유천동,0,0,2,0,맑음,12956.0,교차로 - 교차로안
월요일,대전광역시 중구 문창동,0,0,1,1,맑음,4194.0,교차로 - 교차로안
월요일,대전광역시 중구 문창동,0,0,1,1,맑음,4194.0,교차로 - 교차로안
월요일,대전광역시 서구 내동,0,1,0,0,맑음,22446.0,교차로 - 교차로부근
월요일,대전광역시 서구 내동,0,1,0,0,맑음,22446.0,교차로 - 교차로부근
월요일,대전광역시 유성구 장대동,0,0,1,0,맑음,12421.0,교차로 - 교차로부근
월요일,대전광역시 동구 가양동,0,1,0,0,맑음,12724.0,교차로 - 교차로안
월요일,대전광역시 동구 가양동,0,1,0,0,맑음,18647.0,교차로 - 교차로안
월요일,대전광역시 동구 가양동,0,1,0,0,맑음,31371.0,교차로 - 교차로안
월요일,대전광역시 서구 월평동,0,1,0,0,맑음,44694.0,교차로 - 교차로안
월요일,대전광역시 서구 월평동,0,1,0,0,맑음,11127.0,교차로 - 교차로안
월요일,대전광역시 서구 월평동,0,1,0,0,맑음,13437.0,교차로 - 교차로안
월요일,대전광역시 서구 월평동,0,1,0,0,맑음,20130.0,교차로 - 교차로안
화요일,대전광역시 서구 가장동,0,1,0,0,맑음,10731.0,교차로 - 교차로안
화요일,대전광역시 서구 가장동,0,1,0,0,맑음,10731.0,교차로 - 교차로안
화요일,대전광역시 서구 월평동,0,1,0,0,맑음,44694.0,교차로 - 교차로안
화요일,대전광역시 서구 월평동,0,1,0,0,맑음,11127.0,교차로 - 교차로안
화요일,대전광역시 서구 월평동,0,1,0,0,맑음,13437.0,교차로 - 교차로안
화요일,대전광역시 서구 월평동,0,1,0,0,맑음,20130.0,교차로 - 교차로안
화요일,대전광역시 대덕구 오정동,0,0,1,0,맑음,13668.0,교차로 - 교차로안
화요일,대전광역시 대덕구 오정동,0,0,1,0,맑음,13668.0,교차로 - 교차로안
화요일,대전광역시 서구 만년동,0,0,2,0,맑음,12106.0,교차로 - 교차로부근
화요일,대전광역시 서구 만년동,0,0,2,0,맑음,12106.0,교차로 - 교차로부근
화요일,대전광역시 서구 정림동,0,0,1,0,맑음,15010.0,교차로 - 교차로안
화요일,대전광역시 서구 정림동,0,0,1,0,맑음,15129.0,교차로 - 교차로안
화요일,대전광역시 서구 갈마동,0,0,1,0,맑음,44762.0,교차로 - 교차로부근
화요일,대전광역시 서구 갈마동,0,0,1,0,맑음,20961.0,교차로 - 교차로부근
화요일,대전광역시 서구 갈마동,0,0,1,0,맑음,23801.0,교차로 - 교차로부근
화요일,대전광역시 동구 천동,0,0,1,0,맑음,10547.0,교차로 - 교차로부근
화요일,대전광역시 중구 대흥동,0,0,1,0,맑음,12792.0,교차로 - 교차로부근
화요일,대전광역시 중구 대흥동,0,0,1,0,맑음,12792.0,교차로 - 교차로부근
화요일,대전광역시 서구 둔산동,0,1,0,0,맑음,70196.0,교차로 - 교차로안
화요일,대전광역시 서구 둔산동,0,1,0,0,맑음,16308.0,교차로 - 교차로안
화요일,대전광역시 서구 둔산동,0,1,0,0,맑음,35023.0,교차로 - 교차로안
화요일,대전광역시 서구 둔산동,0,1,0,0,맑음,18865.0,교차로 - 교차로안
화요일,대전광역시 중구 목동,0,0,1,0,맑음,17579.0,교차로 - 교차로부근
화요일,대전광역시 중구 목동,0,0,1,0,맑음,17579.0,교차로 - 교차로부근
화요일,대전광역시 서구 가장동,0,0,1,0,맑음,10731.0,교차로 - 교차로부근
화요일,대전광역시 서구 가장동,0,0,1,0,맑음,10731.0,교차로 - 교차로부근
화요일,대전광역시 유성구 도룡동,0,0,1,0,맑음,8759.0,교차로 - 교차로안
수요일,대전광역시 중구 유천동,0,1,0,0,맑음,18716.0,교차로 - 교차로안
수요일,대전광역시 중구 유천동,0,1,0,0,맑음,5760.0,교차로 - 교차로안
수요일,대전광역시 중구 유천동,0,1,0,0,맑음,12956.0,교차로 - 교차로안
수요일,대전광역시 서구 가수원동,0,0,1,0,맑음,10063.0,교차로 - 교차로안
수요일,대전광역시 서구 가수원동,0,0,1,0,맑음,10243.0,교차로 - 교차로안
수요일,대전광역시 유성구 지족동,0,0,1,0,맑음,41331.0,교차로 - 교차로안
수요일,대전광역시 동구 가양동,0,1,0,0,맑음,12724.0,교차로 - 교차로부근
수요일,대전광역시 동구 가양동,0,1,0,0,맑음,18647.0,교차로 - 교차로부근
수요일,대전광역시 동구 가양동,0,1,0,0,맑음,31371.0,교차로 - 교차로부근
수요일,대전광역시 유성구 구암동,0,0,1,0,맑음,11108.0,교차로 - 교차로안
수요일,대전광역시 중구 대흥동,0,0,1,0,맑음,12792.0,교차로 - 교차로안
수요일,대전광역시 중구 대흥동,0,0,1,0,맑음,12792.0,교차로 - 교차로안
수요일,대전광역시 서구 둔산동,0,0,1,0,맑음,70196.0,교차로 - 교차로안
수요일,대전광역시 서구 둔산동,0,0,1,0,맑음,16308.0,교차로 - 교차로안
수요일,대전광역시 서구 둔산동,0,0,1,0,맑음,35023.0,교차로 - 교차로안
수요일,대전광역시 서구 둔산동,0,0,1,0,맑음,18865.0,교차로 - 교차로안
수요일,대전광역시 유성구 구암동,0,1,0,0,맑음,11108.0,교차로 - 교차로안
수요일,대전광역시 유성구 봉명동,0,0,1,0,맑음,27465.0,교차로 - 교차로부근
수요일,대전광역시 서구 가수원동,0,0,2,0,맑음,10063.0,교차로 - 교차로부근
수요일,대전광역시 서구 가수원동,0,0,2,0,맑음,10243.0,교차로 - 교차로부근
수요일,대전광역시 유성구 관평동,0,0,1,0,맑음,37229.0,교차로 - 교차로안
수요일,대전광역시 유성구 관평동,0,0,1,0,맑음,22786.0,교차로 - 교차로안
수요일,대전광역시 유성구 봉명동,0,0,1,0,맑음,27465.0,교차로 - 교차로횡단보도내
목요일,대전광역시 유성구 원내동,0,0,1,0,맑음,11429.0,교차로 - 교차로안
목요일,대전광역시 중구 태평동,0,0,2,0,맑음,36598.0,교차로 - 교차로안
목요일,대전광역시 중구 태평동,0,0,2,0,맑음,12533.0,교차로 - 교차로안
목요일,대전광역시 중구 태평동,0,0,2,0,맑음,24065.0,교차로 - 교차로안
목요일,대전광역시 서구 도안동,0,0,4,0,맑음,36506.0,교차로 - 교차로부근
목요일,대전광역시 서구 도안동,0,0,4,0,맑음,36506.0,교차로 - 교차로부근
목요일,대전광역시 동구 가양동,0,1,0,0,맑음,12724.0,교차로 - 교차로횡단보도내
목요일,대전광역시 동구 가양동,0,1,0,0,맑음,18647.0,교차로 - 교차로횡단보도내
목요일,대전광역시 동구 가양동,0,1,0,0,맑음,31371.0,교차로 - 교차로횡단보도내
목요일,대전광역시 대덕구 덕암동,0,0,1,0,맑음,8386.0,교차로 - 교차로부근
목요일,대전광역시 대덕구 덕암동,0,0,1,0,맑음,12687.0,교차로 - 교차로부근
목요일,대전광역시 서구 탄방동,0,0,1,0,맑음,26410.0,교차로 - 교차로안
목요일,대전광역시 서구 탄방동,0,0,1,0,맑음,26410.0,교차로 - 교차로안
목요일,대전광역시 대덕구 중리동,0,1,0,0,맑음,18162.0,교차로 - 교차로횡단보도내
목요일,대전광역시 대덕구 중리동,0,1,0,0,맑음,18162.0,교차로 - 교차로횡단보도내
금요일,대전광역시 중구 유천동,0,0,1,0,맑음,18716.0,교차로 - 교차로안
금요일,대전광역시 중구 유천동,0,0,1,0,맑음,5760.0,교차로 - 교차로안
금요일,대전광역시 중구 유천동,0,0,1,0,맑음,12956.0,교차로 - 교차로안
금요일,대전광역시 중구 산성동,0,0,2,0,맑음,17351.0,교차로 - 교차로안
금요일,대전광역시 중구 산성동,0,0,2,0,맑음,25360.0,교차로 - 교차로안
금요일,대전광역시 중구 태평동,0,0,1,0,맑음,36598.0,교차로 - 교차로안
금요일,대전광역시 중구 태평동,0,0,1,0,맑음,12533.0,교차로 - 교차로안
금요일,대전광역시 중구 태평동,0,0,1,0,맑음,24065.0,교차로 - 교차로안
금요일,대전광역시 유성구 송강동,0,0,1,0,맑음,16932.0,교차로 - 교차로안
금요일,대전광역시 서구 탄방동,0,0,2,1,맑음,26410.0,교차로 - 교차로안
금요일,대전광역시 서구 탄방동,0,0,2,1,맑음,26410.0,교차로 - 교차로안
금요일,대전광역시 서구 갈마동,0,0,1,0,맑음,44762.0,교차로 - 교차로안
금요일,대전광역시 서구 갈마동,0,0,1,0,맑음,20961.0,교차로 - 교차로안
금요일,대전광역시 서구 갈마동,0,0,1,0,맑음,23801.0,교차로 - 교차로안
토요일,대전광역시 서구 갈마동,0,1,0,0,맑음,44762.0,교차로 - 교차로횡단보도내
토요일,대전광역시 서구 갈마동,0,1,0,0,맑음,20961.0,교차로 - 교차로횡단보도내
토요일,대전광역시 서구 갈마동,0,1,0,0,맑음,23801.0,교차로 - 교차로횡단보도내
토요일,대전광역시 대덕구 오정동,0,0,1,0,맑음,13668.0,교차로 - 교차로안
토요일,대전광역시 대덕구 오정동,0,0,1,0,맑음,13668.0,교차로 - 교차로안
토요일,대전광역시 유성구 용계동,0,0,1,0,맑음,3526.0,교차로 - 교차로안
토요일,대전광역시 유성구 도룡동,0,0,2,0,맑음,8759.0,교차로 - 교차로안
토요일,대전광역시 서구 둔산동,0,0,3,0,맑음,70196.0,교차로 - 교차로안
토요일,대전광역시 서구 둔산동,0,0,3,0,맑음,16308.0,교차로 - 교차로안
토요일,대전광역시 서구 둔산동,0,0,3,0,맑음,35023.0,교차로 - 교차로안
토요일,대전광역시 서구 둔산동,0,0,3,0,맑음,18865.0,교차로 - 교차로안
토요일,대전광역시 유성구 학하동,0,0,4,0,맑음,19556.0,교차로 - 교차로안
토요일,대전광역시 유성구 학하동,0,0,4,0,맑음,2826.0,교차로 - 교차로안
토요일,대전광역시 유성구 대정동,0,0,1,1,맑음,4552.0,교차로 - 교차로안
토요일,대전광역시 동구 소제동,0,0,1,0,맑음,1195.0,교차로 - 교차로안
토요일,대전광역시 유성구 송강동,0,1,0,0,맑음,16932.0,교차로 - 교차로횡단보도내
토요일,대전광역시 대덕구 중리동,0,0,1,0,맑음,18162.0,교차로 - 교차로안
토요일,대전광역시 대덕구 중리동,0,0,1,0,맑음,18162.0,교차로 - 교차로안
토요일,대전광역시 대덕구 중리동,0,0,1,0,맑음,18162.0,교차로 - 교차로부근
토요일,대전광역시 대덕구 중리동,0,0,1,0,맑음,18162.0,교차로 - 교차로부근
토요일,대전광역시 중구 오류동,0,0,1,1,맑음,10077.0,교차로 - 교차로안
토요일,대전광역시 중구 오류동,0,0,1,1,맑음,10077.0,교차로 - 교차로안
토요일,대전광역시 유성구 관평동,0,0,1,0,맑음,37229.0,교차로 - 교차로안
토요일,대전광역시 유성구 관평동,0,0,1,0,맑음,22786.0,교차로 - 교차로안
토요일,대전광역시 서구 둔산동,0,0,4,0,맑음,70196.0,교차로 - 교차로부근
토요일,대전광역시 서구 둔산동,0,0,4,0,맑음,16308.0,교차로 - 교차로부근
토요일,대전광역시 서구 둔산동,0,0,4,0,맑음,35023.0,교차로 - 교차로부근
토요일,대전광역시 서구 둔산동,0,0,4,0,맑음,18865.0,교차로 - 교차로부근
토요일,대전광역시 동구 용전동,0,0,2,0,맑음,19995.0,교차로 - 교차로부근
토요일,대전광역시 동구 용전동,0,0,2,0,맑음,19995.0,교차로 - 교차로부근
