사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2023021400100238,2023년 2월 14일 15시,화요일,대전광역시 서구 용문동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,47세,상해없음,화물,남,51세,경상
2023021400100279,2023년 2월 14일 16시,화요일,대전광역시 서구 도마동,중상사고,0,2,1,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로부근,승용,남,71세,상해없음,승용,남,70세,중상
2023021400100280,2023년 2월 14일 16시,화요일,대전광역시 서구 도마동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,32세,상해없음,승용,남,57세,경상
2023021400100311,2023년 2월 14일 17시,화요일,대전광역시 서구 탄방동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,57세,상해없음,보행자,여,53세,경상
2023021400100348,2023년 2월 14일 18시,화요일,대전광역시 서구 탄방동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로부근,승용,여,27세,상해없음,보행자,여,12세 이하,경상
2023021400100384,2023년 2월 14일 19시,화요일,대전광역시 동구 자양동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,이륜,남,28세,상해없음,승용,남,52세,경상
2023021400100408,2023년 2월 14일 20시,화요일,대전광역시 서구 월평동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,52세,상해없음,승용,남,44세,경상
2023021400100434,2023년 2월 14일 22시,화요일,대전광역시 서구 둔산동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,25세,상해없음,보행자,여,18세,중상
2023021500100024,2023년 2월 15일 04시,수요일,대전광역시 서구 둔산동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,기타불명,기타불명,미분류,기타불명,승용,남,66세,상해없음
2023021500100031,2023년 2월 15일 05시,수요일,대전광역시 동구 용전동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승합,남,72세,상해없음,자전거,남,63세,경상
2023021500100064,2023년 2월 15일 07시,수요일,대전광역시 유성구 노은동,경상사고,0,0,3,1,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,41세,상해없음,승합,남,57세,경상
2023021500100083,2023년 2월 15일 08시,수요일,대전광역시 서구 둔산동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,42세,상해없음,개인형이동수단(PM),남,40세,중상
2023021500100180,2023년 2월 15일 12시,수요일,대전광역시 동구 대성동,중상사고,0,1,3,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,여,58세,중상,승용,남,39세,경상
2023021500100206,2023년 2월 15일 13시,수요일,대전광역시 중구 대사동,경상사고,0,0,1,0,차대사람 - 기타,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,72세,상해없음,보행자,남,26세,경상
2023021500100207,2023년 2월 15일 13시,수요일,대전광역시 동구 가양동,경상사고,0,0,1,0,차대차 - 후진중충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,화물,남,57세,상해없음,승용,여,47세,경상
2023021500100208,2023년 2월 15일 13시,수요일,대전광역시 서구 월평동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,65세,기타불명,승용,남,35세,경상
2023021500100255,2023년 2월 15일 15시,수요일,대전광역시 유성구 원내동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,화물,남,59세,상해없음,승용,남,29세,경상
2023021500100293,2023년 2월 15일 17시,수요일,대전광역시 유성구 죽동,중상사고,0,1,0,1,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,31세,상해없음,승용,여,42세,중상
2023021500100303,2023년 2월 15일 17시,수요일,대전광역시 중구 부사동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,원동기,남,47세,경상,승용,여,64세,상해없음
2023021500100343,2023년 2월 15일 18시,수요일,대전광역시 서구 도마동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,54세,상해없음,승용,남,65세,중상
2023021500100344,2023년 2월 15일 18시,수요일,대전광역시 유성구 장대동,경상사고,0,0,1,0,차대사람 - 보도통행중,보행자보호의무위반,건조,맑음,교차로 - 교차로부근,승용,남,49세,상해없음,보행자,여,17세,경상
2023021500100384,2023년 2월 15일 19시,수요일,대전광역시 중구 대흥동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,63세,상해없음,승용,여,39세,경상
2023021500100386,2023년 2월 15일 19시,수요일,대전광역시 유성구 봉명동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,40세,상해없음,보행자,남,16세,경상
2023021500100429,2023년 2월 15일 21시,수요일,대전광역시 대덕구 송촌동,경상사고,0,0,1,0,차대차 - 기타,교차로운행방법위반,건조,맑음,단일로 - 기타,승용,남,59세,상해없음,승용,남,22세,경상
2023021500100430,2023년 2월 15일 21시,수요일,대전광역시 서구 갈마동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,남,34세,상해없음,보행자,여,81세 이상,중상
2023021600100033,2023년 2월 16일 03시,목요일,대전광역시 중구 오류동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로부근,승용,남,23세,상해없음,승용,남,35세,경상
2023021600100057,2023년 2월 16일 06시,목요일,대전광역시 유성구 봉명동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,흐림,교차로 - 교차로부근,승용,남,81세 이상,상해없음,승용,여,26세,경상
2023021600100105,2023년 2월 16일 08시,목요일,대전광역시 유성구 봉산동,경상사고,0,0,2,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,여,63세,경상,승용,여,53세,경상
2023021600100167,2023년 2월 16일 10시,목요일,대전광역시 동구 용운동,경상사고,0,0,1,0,차대차 - 기타,기타,건조,맑음,단일로 - 기타,화물,남,56세,상해없음,화물,남,63세,상해없음
2023021600100184,2023년 2월 16일 11시,목요일,대전광역시 서구 변동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,38세,상해없음,보행자,남,12세 이하,경상
2023021600100199,2023년 2월 16일 12시,목요일,대전광역시 유성구 봉명동,경상사고,0,0,4,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,45세,상해없음,승용,여,62세,경상
2023021600100219,2023년 2월 16일 13시,목요일,대전광역시 서구 탄방동,중상사고,0,1,1,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,44세,상해없음,승용,남,52세,경상
2023021600100232,2023년 2월 16일 14시,목요일,대전광역시 유성구 원내동,경상사고,0,0,1,1,차대차 - 측면충돌,안전운전불이행,건조,흐림,교차로 - 교차로안,화물,남,77세,상해없음,화물,여,35세,경상
2023021600100233,2023년 2월 16일 14시,목요일,대전광역시 유성구 상대동,중상사고,0,1,0,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,이륜,남,63세,기타불명,승합,남,54세,상해없음
2023021600100276,2023년 2월 16일 16시,목요일,대전광역시 서구 변동,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승합,여,48세,상해없음,승용,여,36세,중상
2023021600100306,2023년 2월 16일 17시,목요일,대전광역시 서구 둔산동,경상사고,0,0,2,0,차대차 - 추돌,안전거리미확보,건조,맑음,교차로 - 교차로안,승용,남,45세,경상,승용,여,55세,경상
2023021600100427,2023년 2월 16일 21시,목요일,대전광역시 서구 둔산동,중상사고,0,1,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,이륜,남,20세 이하,중상,승용,남,32세,경상
2023021600100428,2023년 2월 16일 21시,목요일,대전광역시 유성구 상대동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승용,여,66세,상해없음,개인형이동수단(PM),남,53세,중상
2023021700100019,2023년 2월 17일 02시,금요일,대전광역시 서구 월평동,중상사고,0,1,1,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,여,40세,상해없음,승용,남,56세,경상
2023021700100029,2023년 2월 17일 04시,금요일,대전광역시 중구 용두동,중상사고,0,1,0,0,차량단독 - 기타,기타,건조,맑음,단일로 - 기타,승용,남,56세,상해없음,,,,
2023021700100090,2023년 2월 17일 08시,금요일,대전광역시 서구 용문동,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,맑음,기타 - 기타,승용,여,47세,상해없음,보행자,여,23세,경상
2023021700100117,2023년 2월 17일 09시,금요일,대전광역시 서구 괴정동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,75세,상해없음,승용,남,23세,경상
2023021700100140,2023년 2월 17일 10시,금요일,대전광역시 유성구 관평동,경상사고,0,0,1,0,차대차 - 기타,중앙선침범,건조,맑음,교차로 - 교차로안,승용,여,50세,상해없음,승용,남,32세,경상
2023021700100168,2023년 2월 17일 11시,금요일,대전광역시 서구 복수동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,48세,상해없음,이륜,남,40세,경상
2023021700100169,2023년 2월 17일 11시,금요일,대전광역시 유성구 구암동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,63세,상해없음,이륜,남,26세,경상
2023021700100189,2023년 2월 17일 12시,금요일,대전광역시 중구 은행동,중상사고,0,1,0,0,차대차 - 기타,기타,건조,맑음,단일로 - 기타,승용,남,69세,상해없음,자전거,남,81세 이상,중상
2023021700100252,2023년 2월 17일 15시,금요일,대전광역시 대덕구 와동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,53세,상해없음,승용,남,31세,경상
2023021700100388,2023년 2월 17일 18시,금요일,대전광역시 대덕구 신대동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,47세,상해없음,승용,남,44세,경상
2023021700100425,2023년 2월 17일 19시,금요일,대전광역시 서구 도마동,경상사고,0,0,1,0,차대차 - 정면충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,29세,상해없음,이륜,남,38세,경상
2023021700100449,2023년 2월 17일 20시,금요일,대전광역시 서구 괴정동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,41세,기타불명,이륜,남,29세,중상
2023021700100450,2023년 2월 17일 20시,금요일,대전광역시 유성구 봉명동,경상사고,0,0,4,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,이륜,남,26세,기타불명,승용,남,40세,경상
2023021700100471,2023년 2월 17일 21시,금요일,대전광역시 서구 관저동,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,46세,상해없음,승용,여,32세,경상
2023021700100491,2023년 2월 17일 22시,금요일,대전광역시 서구 월평동,중상사고,0,1,0,0,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,41세,상해없음,보행자,남,24세,중상
2023021700100492,2023년 2월 17일 22시,금요일,대전광역시 서구 탄방동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,52세,상해없음,승용,여,25세,경상
2023021800100053,2023년 2월 18일 05시,토요일,대전광역시 유성구 용계동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,43세,기타불명,승용,남,67세,경상
2023021800100066,2023년 2월 18일 06시,토요일,대전광역시 유성구 원신흥동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,48세,기타불명,승용,남,46세,경상
2023021800100092,2023년 2월 18일 08시,토요일,대전광역시 유성구 관평동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,40세,상해없음,승합,남,51세,상해없음
2023021800100124,2023년 2월 18일 10시,토요일,대전광역시 동구 자양동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,흐림,교차로 - 교차로안,이륜,남,81세 이상,상해없음,승용,여,39세,경상
2023021800100146,2023년 2월 18일 11시,토요일,대전광역시 유성구 장대동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,51세,상해없음,승합,남,46세,경상
2023021800100187,2023년 2월 18일 13시,토요일,대전광역시 중구 오류동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,48세,상해없음,이륜,남,36세,경상
2023021800100188,2023년 2월 18일 13시,토요일,대전광역시 서구 둔산동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,교차로 - 교차로부근,승용,남,27세,상해없음,승용,여,25세,경상
2023021800100190,2023년 2월 18일 13시,토요일,대전광역시 유성구 장대동,경상사고,0,0,3,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 지하차도(도로)내,승용,남,73세,기타불명,승용,남,43세,경상
2023021800100205,2023년 2월 18일 14시,토요일,대전광역시 유성구 장대동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,75세,상해없음,승용,여,51세,경상
2023021800100212,2023년 2월 18일 14시,토요일,대전광역시 중구 안영동,경상사고,0,0,1,1,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,49세,부상신고,승용,여,50세,경상
2023021800100235,2023년 2월 18일 15시,토요일,대전광역시 유성구 용계동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,건설기계,남,51세,상해없음,승용,남,61세,경상
2023021800100262,2023년 2월 18일 16시,토요일,대전광역시 서구 탄방동,중상사고,0,1,1,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,46세,상해없음,승용,남,47세,경상
2023021800100288,2023년 2월 18일 17시,토요일,대전광역시 유성구 봉명동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,39세,상해없음,승용,여,30세,경상
2023021800100310,2023년 2월 18일 18시,토요일,대전광역시 동구 자양동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,젖음/습기,비,교차로 - 교차로안,승용,남,66세,상해없음,원동기,남,45세,경상
2023021800100311,2023년 2월 18일 18시,토요일,대전광역시 유성구 어은동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,젖음/습기,비,교차로 - 교차로횡단보도내,승용,여,49세,상해없음,보행자,여,47세,경상
2023021800100337,2023년 2월 18일 19시,토요일,대전광역시 동구 용전동,중상사고,0,1,0,0,차대차 - 측면충돌,신호위반,건조,맑음,단일로 - 기타,승용,여,56세,상해없음,이륜,남,55세,중상
2023021800100338,2023년 2월 18일 19시,토요일,대전광역시 동구 용전동,경상사고,0,0,1,0,차대차 - 후진중충돌,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,여,48세,상해없음,이륜,남,41세,경상
2023021800100339,2023년 2월 18일 19시,토요일,대전광역시 서구 둔산동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,67세,상해없음,보행자,여,24세,경상
2023021800100340,2023년 2월 18일 19시,토요일,대전광역시 유성구 관평동,경상사고,0,0,4,1,차대차 - 측면충돌,신호위반,젖음/습기,흐림,교차로 - 교차로안,승용,남,58세,상해없음,승합,남,53세,경상
2023021800100341,2023년 2월 18일 19시,토요일,대전광역시 유성구 상대동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,기타 - 기타,승용,남,60세,상해없음,승용,여,64세,경상
2023021800100363,2023년 2월 18일 20시,토요일,대전광역시 유성구 원신흥동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,젖음/습기,비,교차로 - 교차로안,승용,여,62세,상해없음,승용,여,38세,경상
2023021800100364,2023년 2월 18일 20시,토요일,대전광역시 유성구 봉명동,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,젖음/습기,비,교차로 - 교차로안,승용,여,41세,상해없음,승용,남,22세,경상
2023021800100385,2023년 2월 18일 21시,토요일,대전광역시 중구 선화동,경상사고,0,0,1,0,차대차 - 기타,중앙선침범,건조,맑음,단일로 - 기타,이륜,남,26세,상해없음,이륜,남,18세,경상
2023021800100386,2023년 2월 18일 21시,토요일,대전광역시 서구 갈마동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,젖음/습기,비,교차로 - 교차로부근,승용,남,75세,상해없음,이륜,남,53세,경상
2023021800100405,2023년 2월 18일 22시,토요일,대전광역시 서구 용문동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,남,58세,상해없음,승용,남,29세,경상
2023021900100026,2023년 2월 19일 01시,일요일,대전광역시 중구 유천동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,젖음/습기,비,교차로 - 교차로안,승용,남,27세,상해없음,보행자,남,58세,중상
2023021900100027,2023년 2월 19일 01시,일요일,대전광역시 동구 소제동,중상사고,0,1,0,0,차대차 - 정면충돌,신호위반,젖음/습기,흐림,교차로 - 교차로안,승용,남,61세,상해없음,이륜,남,25세,중상
2023021900100028,2023년 2월 19일 01시,일요일,대전광역시 서구 도안동,중상사고,0,1,2,0,차대차 - 측면충돌,안전운전불이행,건조,기타,단일로 - 기타,승용,남,32세,상해없음,승용,남,40세,중상
2023021900100075,2023년 2월 19일 09시,일요일,대전광역시 동구 용전동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,젖음/습기,흐림,교차로 - 교차로부근,승용,남,41세,상해없음,이륜,남,29세,경상
2023021900100157,2023년 2월 19일 13시,일요일,대전광역시 서구 월평동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,49세,상해없음,이륜,남,45세,경상
2023021900100158,2023년 2월 19일 13시,일요일,대전광역시 서구 갈마동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,50세,상해없음,이륜,남,28세,중상
2023021900100159,2023년 2월 19일 13시,일요일,대전광역시 서구 탄방동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,25세,상해없음,승용,여,41세,경상
2023021900100210,2023년 2월 19일 15시,일요일,대전광역시 동구 용운동,경상사고,0,0,1,0,차대차 - 정면충돌,중앙선침범,건조,맑음,단일로 - 기타,자전거,남,20세 이하,경상,승용,여,34세,상해없음
2023021900100240,2023년 2월 19일 16시,일요일,대전광역시 중구 대흥동,경상사고,0,0,3,1,차대차 - 기타,신호위반,건조,맑음,단일로 - 기타,승용,여,43세,부상신고,승용,여,25세,경상
2023021900100268,2023년 2월 19일 17시,일요일,대전광역시 유성구 반석동,경상사고,0,0,2,0,차대차 - 후진중충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,77세,상해없음,승용,남,36세,경상
2023021900100298,2023년 2월 19일 18시,일요일,대전광역시 서구 갈마동,경상사고,0,0,2,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,52세,상해없음,보행자,남,50세,경상
2023021900100322,2023년 2월 19일 19시,일요일,대전광역시 서구 갈마동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51세,상해없음,이륜,남,38세,경상
2023021900100336,2023년 2월 19일 20시,일요일,대전광역시 중구 대사동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,화물,남,68세,경상,승용,여,61세,경상
2023021900100337,2023년 2월 19일 20시,일요일,대전광역시 유성구 봉명동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,30세,상해없음,승용,남,29세,경상
2023021900100350,2023년 2월 19일 21시,일요일,대전광역시 서구 가수원동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,54세,상해없음,보행자,남,16세,경상
2023022000100016,2023년 2월 20일 02시,월요일,대전광역시 서구 둔산동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,47세,상해없음,보행자,남,25세,경상
2023022000100022,2023년 2월 20일 03시,월요일,대전광역시 대덕구 중리동,경상사고,0,0,1,0,차대차 - 정면충돌,중앙선침범,건조,맑음,단일로 - 기타,승용,여,51세,상해없음,화물,남,57세,경상
2023022000100051,2023년 2월 20일 06시,월요일,대전광역시 유성구 원신흥동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,자전거,남,65세,상해없음,승용,남,33세,중상
2023022000100052,2023년 2월 20일 06시,월요일,대전광역시 유성구 구성동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,64세,상해없음,승용,남,53세,중상
2023022000100114,2023년 2월 20일 08시,월요일,대전광역시 동구 가양동,중상사고,0,1,0,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,62세,상해없음,승용,여,44세,중상
2023022000100115,2023년 2월 20일 08시,월요일,대전광역시 대덕구 중리동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,52세,상해없음,보행자,여,46세,경상
2023022000100116,2023년 2월 20일 08시,월요일,대전광역시 대덕구 대화동,경상사고,0,0,1,0,차대차 - 후진중충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,67세,상해없음,화물,남,30세,경상
2023022000100117,2023년 2월 20일 08시,월요일,대전광역시 대덕구 신탄진동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,젖음/습기,흐림,교차로 - 교차로부근,승용,남,59세,상해없음,승용,여,38세,경상
2023022000100242,2023년 2월 20일 12시,월요일,대전광역시 대덕구 송촌동,경상사고,0,0,2,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,여,38세,상해없음,승용,여,54세,경상
2023022000100278,2023년 2월 20일 13시,월요일,대전광역시 서구 관저동,경상사고,0,0,1,0,차대차 - 정면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,81세 이상,기타불명,승용,남,32세,경상
2023022000100279,2023년 2월 20일 13시,월요일,대전광역시 대덕구 상서동,경상사고,0,0,2,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,22세,상해없음,화물,남,61세,경상
2023022000100303,2023년 2월 20일 14시,월요일,대전광역시 서구 정림동,중상사고,0,1,0,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로부근,승용,여,36세,상해없음,자전거,남,15세,중상
2023022000100304,2023년 2월 20일 14시,월요일,대전광역시 서구 월평동,경상사고,0,0,3,0,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,남,65세,상해없음,승용,여,47세,경상
2023022000100368,2023년 2월 20일 16시,월요일,대전광역시 동구 삼성동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,27세,상해없음,승용,여,37세,경상
2023022000100407,2023년 2월 20일 17시,월요일,대전광역시 유성구 복용동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,20세 이하,상해없음,승용,여,32세,경상
2023022000100441,2023년 2월 20일 18시,월요일,대전광역시 중구 중촌동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,59세,상해없음,승용,여,44세,경상
2023022000100442,2023년 2월 20일 18시,월요일,대전광역시 유성구 계산동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로부근,승용,여,39세,상해없음,보행자,남,12세 이하,경상
2023022000100475,2023년 2월 20일 19시,월요일,대전광역시 서구 가수원동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,58세,상해없음,승용,여,49세,경상
2023022000100497,2023년 2월 20일 20시,월요일,대전광역시 대덕구 석봉동,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,70세,상해없음,승용,남,48세,경상
2023022100100011,2023년 2월 21일 00시,화요일,대전광역시 서구 만년동,중상사고,0,1,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,38세,상해없음,승용,남,41세,경상
2023022100100049,2023년 2월 21일 06시,화요일,대전광역시 중구 산성동,중상사고,0,1,0,0,차대차 - 정면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,67세,상해없음,이륜,남,73세,중상
2023022100100142,2023년 2월 21일 10시,화요일,대전광역시 중구 문화동,중상사고,0,1,0,0,차대사람 - 기타,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,53세,상해없음,보행자,여,60세,중상
2023022100100143,2023년 2월 21일 10시,화요일,대전광역시 동구 대성동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,건설기계,남,59세,상해없음,승용,남,70세,경상
2023022100100144,2023년 2월 21일 10시,화요일,대전광역시 서구 정림동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,73세,상해없음,자전거,남,29세,경상
2023022100100183,2023년 2월 21일 11시,화요일,대전광역시 동구 판암동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,61세,상해없음,보행자,여,57세,중상
2023022100100184,2023년 2월 21일 11시,화요일,대전광역시 동구 성남동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,65세,상해없음,보행자,남,78세,중상
2023022100100253,2023년 2월 21일 13시,화요일,대전광역시 유성구 장대동,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,건설기계,남,68세,경상,승용,남,31세,경상
2023022100100287,2023년 2월 21일 14시,화요일,대전광역시 서구 도안동,중상사고,0,1,6,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,남,53세,상해없음,승합,남,56세,경상
2023022100100311,2023년 2월 21일 15시,화요일,대전광역시 대덕구 법동,중상사고,0,1,0,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,78세,상해없음,승용,여,56세,중상
